TeamA;TeamB;ScoreA;ScoreB;MatchStatus;Goalkeeper;Period;TSegment;T;Typeofattack;Locationpass;Bodypartpass;Playerwhoshoot;Jump;Drop;Movement;Dive;Technicalaction;Zonegkintervention;Zoneofthgoal;Fieldzoneshots;Bodypartshots;Goal
3;4;0;1;-1;1;2;5;0:05:47;1;2;3;0;0;0;4;0;9;2;14;0;0;0
4;2;0;1;1;2;2;6;0:14:33;3;2;1;0;0;0;4;0;9;2;14;0;0;0
6;10;0;0;0;1;1;2;0:08:23;3;19;1;0;0;0;2;0;9;2;14;0;0;0
7;8;2;1;-1;2;2;6;0:14:57;1;2;2;0;0;0;2;0;9;2;14;0;0;0
9;7;0;0;0;1;1;2;0:05:55;1;2;3;0;0;0;5;0;9;2;14;0;0;0
9;8;2;0;-1;2;1;2;0:07:38;1;2;3;0;0;0;4;0;9;2;14;0;0;0
10;9;0;1;1;2;2;5;0:07:05;3;19;2;0;0;0;6;0;9;2;14;0;0;0
12;13;0;0;0;2;1;1;0:01:53;3;2;3;0;0;0;5;0;9;2;14;0;0;0
15;14;2;1;1;1;2;4;0:03:55;3;19;1;0;0;0;2;0;9;2;14;0;0;0
16;19;0;0;0;1;1;3;0:13:35;1;2;1;0;0;0;1;0;9;2;14;0;0;0
3;4;0;0;0;1;1;2;0:05:47;1;2;3;0;0;0;4;0;9;2;14;0;0;0
4;5;2;0;1;1;2;5;0:05:21;1;2;2;0;0;0;1;0;9;1;14;0;0;0
18;16;0;0;0;2;1;1;0:03:38;2;19;2;0;0;0;1;0;9;2;14;0;0;0
18;16;0;0;0;2;1;2;0:05:12;3;19;1;0;0;0;1;0;9;2;14;0;0;0
19;18;1;0;1;1;2;4;0:04:48;3;0;0;0;0;0;5;0;9;2;14;0;0;0
4;5;1;0;-1;2;1;3;0:12:05;1;3;1;0;0;0;3;0;9;1;13;0;0;0
10;9;0;2;1;2;2;6;0:11:28;1;19;1;0;0;0;2;0;9;1;13;0;0;0
1;4;0;0;0;2;2;4;0:04:39;1;19;1;0;0;0;6;0;9;1;13;0;0;0
1;4;0;0;0;2;2;5;0:07:07;3;0;0;1;0;0;4;0;9;1;13;12;2;0
19;17;2;1;1;1;2;4;0:04:25;3;0;0;1;0;0;1;0;9;1;9;16;1;0
13;11;0;2;1;2;2;4;0:03:47;3;19;2;0;0;0;5;0;9;2;14;0;0;0
16;19;0;0;0;1;1;3;0:16:26;1;2;1;1;1;0;1;0;10;1;3;7;3;0
19;18;0;0;0;1;1;2;0:09:41;1;2;1;1;0;1;5;0;10;1;1;11;1;0
8;10;0;0;0;1;2;6;0:11:00;2;2;2;1;0;0;1;0;10;1;15;6;2;0
3;1;0;0;0;2;1;1;0:04:04;3;18;1;1;0;0;2;0;10;1;15;6;2;0
5;2;0;0;0;2;1;1;0:01:06;3;14;1;1;0;0;2;0;10;1;15;6;2;0
7;8;0;0;0;2;1;3;0:11:58;3;14;1;0;0;0;2;0;10;1;15;0;0;0
1;4;0;0;0;2;1;3;0:11:16;3;18;1;1;0;0;3;0;10;1;14;12;1;0
1;4;0;0;0;1;2;4;0:03:13;3;18;2;0;0;0;2;0;10;1;14;0;0;0
1;5;1;0;-1;2;2;6;0:11:00;2;2;2;1;0;1;1;0;10;1;14;8;3;0
2;1;0;1;-1;1;2;5;0:05:02;3;18;1;0;0;0;3;0;10;1;14;0;0;0
2;1;0;1;-1;1;2;5;0:06:19;3;18;1;0;0;0;2;0;10;1;14;0;0;0
2;1;0;1;1;2;2;5;0:09:51;1;2;1;1;0;1;3;0;10;2;14;6;2;0
2;1;0;1;1;2;2;6;0:10:16;3;14;1;0;0;0;3;0;10;2;14;0;0;0
2;1;0;1;1;2;2;6;0:12:59;2;3;1;1;0;0;4;0;10;1;14;5;4;0
2;3;0;0;0;1;1;1;0:04:47;3;14;1;0;0;0;2;0;10;1;14;0;0;0
3;4;0;0;0;2;1;2;0:07:00;3;14;1;1;0;0;2;0;10;1;14;5;3;0
3;4;0;1;1;2;2;5;0:07:00;3;14;1;1;0;0;2;0;10;1;14;5;3;0
5;2;2;0;-1;2;2;6;0:12:57;3;14;1;0;0;0;3;0;10;1;14;0;0;0
5;3;0;0;0;1;2;4;0:04:31;3;8;1;1;0;0;3;0;10;1;14;8;3;0
6;9;0;0;0;1;1;2;0:06:00;3;18;1;1;0;0;3;0;10;1;14;12;1;0
6;9;0;0;0;1;1;3;0:10:51;3;1;1;0;0;0;2;0;10;1;14;0;0;0
7;8;0;0;0;2;2;4;0:03:17;3;14;1;0;0;0;2;0;10;1;14;0;0;0
8;6;0;1;-1;1;1;2;0:08:27;3;14;1;0;0;0;8;0;10;1;14;0;0;0
9;8;1;0;1;1;1;1;0:04:13;3;14;1;1;0;0;3;0;10;1;14;13;1;0
10;9;0;0;0;2;1;1;0:01:08;3;14;1;0;0;0;2;0;10;1;14;0;0;0
10;9;0;0;0;1;1;2;0:08:57;3;18;1;0;0;0;3;0;10;1;14;0;0;0
13;11;0;3;1;2;2;6;0:11:51;3;14;2;1;0;0;3;0;10;1;14;12;1;0
13;11;1;3;-1;1;2;6;0:15:11;3;18;1;0;0;0;3;0;10;1;14;0;0;0
13;15;0;1;1;2;1;1;0:04:05;1;8;1;0;0;0;5;0;10;1;14;0;0;0
15;14;1;0;1;1;1;1;0:04:58;3;18;2;0;0;0;3;0;10;1;14;0;0;0
19;18;0;0;0;2;1;2;0:08:31;3;14;1;0;0;0;3;0;10;1;14;11;0;0
19;18;0;0;0;2;1;3;0:13:03;3;18;1;0;0;0;2;0;10;1;14;0;0;0
19;18;0;0;0;2;2;4;0:00:30;3;14;1;0;0;0;2;0;10;1;14;0;0;0
19;18;1;0;-1;2;2;4;0:02:10;3;14;1;0;0;0;2;0;10;1;14;0;0;0
1;4;0;0;0;2;2;5;0:08:50;3;18;1;0;0;0;2;0;10;1;14;0;0;0
2;3;0;0;0;2;1;3;0:13:34;3;18;2;0;0;0;2;0;10;1;14;0;0;0
16;19;0;0;0;1;2;5;0:08:57;3;18;1;0;0;0;3;0;10;1;14;0;0;0
1;4;0;0;0;2;1;1;0:03:04;3;18;2;0;0;0;3;0;10;1;13;0;0;0
1;4;0;0;0;2;1;3;0:10:50;3;18;1;0;0;0;3;0;10;1;13;0;0;0
3;1;0;0;0;2;1;1;0:03:51;3;18;1;0;0;0;3;0;10;1;13;0;0;0
5;2;1;0;-1;2;1;2;0:08:03;1;19;2;1;0;0;4;0;10;1;13;5;2;0
6;10;0;0;0;1;2;4;0:03:24;3;14;1;0;0;0;2;0;10;2;13;8;0;0
9;8;2;0;1;1;2;6;0:10:35;1;2;1;1;0;1;5;1;10;2;13;11;1;0
10;9;0;0;0;2;1;3;0:14:56;3;18;1;0;0;0;1;0;10;1;13;0;0;0
12;13;0;0;0;2;1;1;0:01:38;3;14;1;0;0;0;2;0;10;1;13;0;0;0
13;15;2;1;-1;2;2;6;0:11:09;3;18;1;0;0;0;3;0;10;1;13;0;0;0
17;18;0;0;0;1;1;1;0:04:47;1;3;1;1;0;1;5;0;10;1;13;14;1;0
3;1;0;1;-1;1;1;2;0:09:04;3;14;1;0;0;0;4;0;10;1;13;0;0;0
16;19;0;0;0;2;2;6;0:14:56;3;18;1;0;0;1;1;0;10;2;13;0;0;0
6;10;0;0;0;2;1;3;0:14:11;3;18;2;0;0;0;3;0;10;2;12;0;0;0
14;13;1;0;1;1;1;2;0:09:29;3;18;2;0;0;0;3;0;10;3;12;0;0;0
14;13;1;0;1;1;1;3;0:11:05;3;18;2;0;0;0;3;0;10;1;12;0;0;0
18;16;1;2;-1;1;2;5;0:05:48;3;14;1;1;0;0;3;0;10;1;12;11;3;0
4;5;1;0;1;1;2;4;0:02:58;3;18;2;0;0;0;2;0;10;1;12;5;4;0
16;19;0;0;0;1;2;5;0:06:46;1;2;1;1;0;0;8;0;10;1;11;9;1;0
6;10;0;0;0;2;1;1;0:04:52;3;15;1;1;0;0;2;0;10;1;10;6;1;0
14;13;2;1;-1;2;2;6;0:14:38;3;14;2;1;0;0;3;0;10;1;9;11;3;0
19;17;1;0;-1;2;1;2;0:05:27;3;14;1;0;0;0;3;0;10;1;5;11;0;0
2;1;0;1;-1;1;1;2;0:07:27;2;2;1;1;0;1;6;1;10;2;2;2;2;0
12;15;0;1;-1;1;1;2;0:07:17;2;2;1;1;0;1;6;1;10;2;2;2;2;0
15;14;1;1;0;1;1;2;0:09:36;3;14;1;1;0;0;2;0;10;1;2;8;3;0
1;4;0;0;0;2;2;6;0:11:50;3;0;0;1;0;0;2;0;10;1;2;6;1;0
19;18;2;0;1;1;2;6;0:12:40;2;0;0;1;0;1;4;0;10;1;2;5;1;0
14;13;2;0;1;1;2;4;0:04:39;3;8;2;1;0;0;3;0;10;3;1;11;1;0
